year_month,area_name_en,property_type_en,avg_meter_price,avg_actual_worth,avg_area,transactions_count,hotels,rooms,POIs,occupancy_rate,tourism_intensity,occupancy_rate_adjusted,tourism_activity
2015-01,al safouh first,Building,7214.97,12648500.0,2302.3450000000003,2,125,7380,84,0.6,0.8764602763954611,0.5703504663349107,50.87955708057653
2015-01,al safouh first,Unit,15236.67,1923870.0,120.035,2,125,7380,84,0.6,0.8764602763954611,0.5703504663349107,50.87955708057653
2015-01,al safouh first,Villa,11436.3125,6390379.5,655.105,4,125,7380,84,0.6,0.8764602763954611,0.5703504663349107,50.87955708057653
2015-01,al satwa,Building,11089.025,2550000.0,229.935,2,122,7196,110,0.661,0.8763498513548333,0.6283069006982179,62.65930633245623
2015-01,al suq al kabeer,Building,51445.65666666667,11433706.666666666,123.92666666666666,6,69,5144,176,0.658,0.859314341527964,0.6209715346901602,50.66724247378278
2015-01,al thanayah fourth,Land,5184.295,11271500.0,2052.745,4,99,6127,65,0.693,0.8483243531647854,0.6509555106972785,55.173833946012806
2015-01,al thanayah fourth,Villa,8651.271125000001,5266123.6125,559.98925,80,99,6127,65,0.693,0.8483243531647854,0.6509555106972785,55.173833946012806
2015-01,al thanyah fifth,Land,5292.336666666667,4816666.666666667,894.8133333333334,3,117,5844,105,0.465,0.8450787708474714,0.4361846513776297,28.595701651002305
2015-01,al thanyah fifth,Unit,11535.913561643834,1219495.6529680365,111.80949771689497,219,117,5844,105,0.465,0.8450787708474714,0.4361846513776297,28.595701651002305
2015-01,al thanyah fifth,Villa,5815.214925373135,4211558.47761194,710.2101492537314,67,117,5844,105,0.465,0.8450787708474714,0.4361846513776297,28.595701651002305
2015-01,al thanyah first,Unit,17273.620588235295,1411459.5294117648,92.72,17,47,3589,120,0.676,0.8145924538953219,0.6258657995332951,37.8408949967653
2015-01,al thanyah third,Unit,14783.177912087913,1648318.2087912087,113.1934065934066,91,113,6845,162,0.667,0.8726190822019411,0.6330147711314779,65.51813507616198
2015-01,al thanyah third,Villa,8841.925714285715,4420292.142857143,515.5680952380952,21,113,6845,162,0.667,0.8726190822019411,0.6330147711314779,65.51813507616198
2015-01,al twar first,Villa,2541.485,2550000.0,1003.35,2,52,4405,84,0.583,0.8703806159521897,0.5527727596400506,27.537725331323905
2015-01,al twar second,Villa,3404.91,3100000.0,910.45,1,64,2589,90,0.716,0.8911236819535405,0.684817822511494,42.97660324953108
2015-01,al twar third,Building,867.3133333333334,1050000.0,1239.3866666666663,3,103,9011,153,0.617,0.8751148702016138,0.5861783499657583,57.93120624620543
2015-01,al twar third,Villa,3131.945,2620780.0,857.015,2,103,9011,153,0.617,0.8751148702016138,0.5861783499657583,57.93120624620543
2015-01,al waheda,Villa,6458.28,1500000.0,232.26,1,120,10243,117,0.608,0.9228381972770662,0.5892342495777825,58.35632302751116
2015-01,al warqa first,Building,14497.2625,21821000.0,1449.1,4,94,3755,175,0.61,0.8307192924048694,0.5686955073467881,46.59796340561513
2015-01,al warqa first,Land,7275.465,10378500.0,1427.965,2,94,3755,175,0.61,0.8307192924048694,0.5686955073467881,46.59796340561513
2015-01,al warqa fourth,Building,681.87,748261.0,1097.37,1,81,4988,86,0.635,0.8475437889766927,0.5962761224000799,43.77303983703587
2015-01,al warqa fourth,Villa,818.5325,847500.0,1068.895,4,81,4988,86,0.635,0.8475437889766927,0.5962761224000799,43.77303983703587
2015-01,al warqa second,Villa,5419.91,6000000.0,1107.03,1,103,5810,106,0.583,0.8760792651290028,0.5541016846280834,44.42580696968333
2015-01,al warqa third,Land,2318.7,2585600.0,1115.11,1,52,3713,123,0.636,0.84283073960683,0.5960161401559775,35.526416151772985
2015-01,al warqa third,Villa,1285.3666666666666,1458333.3333333333,1137.3166666666666,3,52,3713,123,0.636,0.84283073960683,0.5960161401559775,35.526416151772985
2015-01,al warsan first,Building,17568.0,15582640.0,886.99,1,70,5359,100,0.672,0.8568552277975756,0.6335226852319884,48.06195197024667
2015-01,al warsan first,Land,4169.42,13141700.0,3282.525,2,70,5359,100,0.672,0.8568552277975756,0.6335226852319884,48.06195197024667
2015-01,al warsan first,Unit,7727.042905027933,463277.3854748603,60.659608938547485,179,70,5359,100,0.672,0.8568552277975756,0.6335226852319884,48.06195197024667
2015-01,al warsan first,Villa,11204.145555555557,1740513.888888889,155.35152777777776,72,70,5359,100,0.672,0.8568552277975756,0.6335226852319884,48.06195197024667
2015-01,al yelayiss 1,Villa,7586.331707317074,2115113.9024390243,288.24024390243903,123,98,6344,96,0.687,0.829660510666467,0.6401907083311452,58.88240817057463
2015-01,al yufrah 2,Land,10253.872898550724,1891460.4347826089,186.86985507246376,69,113,6449,108,0.636,0.8514411345780416,0.5982066246366539,55.62960546231174
2015-01,al yufrah 2,Villa,11001.552340425533,2143602.624113475,198.54794326241137,141,113,6449,108,0.636,0.8514411345780416,0.5982066246366539,55.62960546231174
2015-01,al yufrah 3,Land,9124.48,1595050.0,174.81,1,64,3439,145,0.671,0.8479122717292438,0.6301796537321291,44.74907516793986
2015-01,burj khalifa,Land,12486.42,60000000.0,4805.22,1,84,3566,88,0.677,0.8287088258885478,0.6306143500506187,46.820882236014086
2015-01,burj khalifa,Unit,24728.77341772152,3783471.534810127,143.916582278481,316,84,3566,88,0.677,0.8287088258885478,0.6306143500506187,46.820882236014086
2015-01,business bay,Unit,15991.764783216784,1523900.965034965,102.91034965034964,715,124,4976,168,0.584,0.8519118509454107,0.5494066083808479,50.69052178151442
2015-01,dubai investment park first,Building,3955.98375,22189384.625,10971.579375,16,46,3649,150,0.662,0.8051262586403801,0.6103974332879727,37.69678100389487
2015-01,dubai investment park first,Land,1031.765,17210995.5,16681.1,2,46,3649,150,0.662,0.8051262586403801,0.6103974332879727,37.69678100389487
2015-01,dubai investment park first,Unit,8255.970689655172,763868.551724138,94.2606896551724,29,46,3649,150,0.662,0.8051262586403801,0.6103974332879727,37.69678100389487
2015-01,dubai investment park first,Villa,3861.667058823529,3071736.1764705884,8858.815294117647,17,46,3649,150,0.662,0.8051262586403801,0.6103974332879727,37.69678100389487
2015-01,dubai investment park second,Building,1146.4552631578947,9013580.0,8794.585263157895,19,79,5888,98,0.685,0.8405512256478245,0.6413110358275039,53.26145913757176
2015-01,dubai investment park second,Unit,9504.70625,481375.0,51.26625,8,79,5888,98,0.685,0.8405512256478245,0.6413110358275039,53.26145913757176
2015-01,eyal nasser,Building,14350.423333333334,3146666.6666666665,276.7033333333333,3,72,4273,75,0.492,0.9071921302020404,0.4737354112237615,20.27805994759709
2015-01,hadaeq sheikh mohammed bin rashid,Unit,13728.930823529414,1844052.705882353,135.2235294117647,85,62,4233,150,0.692,0.80099457556097,0.6369152985152765,49.42122919094408
2015-01,hessyan first,Land,4857.905,78251036.5,16107.98,2,88,5322,156,0.625,0.9031678613559392,0.6007919653389848,50.27302500095646
2015-01,hessyan first,Unit,13687.55,1293200.0,94.48,1,88,5322,156,0.625,0.9031678613559392,0.6007919653389848,50.27302500095646
2015-01,hessyan first,Villa,9244.58,8350250.0,921.665,2,88,5322,156,0.625,0.9031678613559392,0.6007919653389848,50.27302500095646
2015-01,hor al anz,Building,19343.7025,12227920.5,459.1225,4,125,8740,76,0.634,0.8359977058218907,0.5924090181964314,56.95473241895678
2015-01,hor al anz,Villa,5777.583333333333,1316666.6666666667,229.6266666666667,3,125,8740,76,0.634,0.8359977058218907,0.5924090181964314,56.95473241895678
2015-01,hor al anz east,Building,27490.57,47871250.0,1741.37,1,50,2920,146,0.634,0.903427237257702,0.6095091473685532,33.571610431816
2015-01,island 2,Land,15390.0,32755009.0,2128.33,1,127,10379,61,0.68,0.888401237960662,0.6496451367253001,63.82727062539328
2015-01,jabal ali first,Building,5931.12,12635000.0,2130.29,1,88,5264,137,0.595,0.8361802045189789,0.556010888675517,44.54152619714368
2015-01,jabal ali first,Land,2582.79,1558779.1666666667,592.4141666666667,12,88,5264,137,0.595,0.8361802045189789,0.556010888675517,44.54152619714368
2015-01,jabal ali first,Unit,8888.656435643565,851447.7722772277,98.11,101,88,5264,137,0.595,0.8361802045189789,0.556010888675517,44.54152619714368
2015-01,jabal ali first,Villa,9607.004615384616,3126117.1923076925,395.16615384615386,26,88,5264,137,0.595,0.8361802045189789,0.556010888675517,44.54152619714368
2015-01,jabal ali industrial first,Building,4623.04,10769135.0,2329.45,1,105,7546,88,0.652,0.8935320293659889,0.6242331532586499,56.12683252989541
2015-01,jabal ali industrial first,Land,14800.38,27500000.0,1858.06,2,105,7546,88,0.652,0.8935320293659889,0.6242331532586499,56.12683252989541
2015-01,jabal ali industrial second,Unit,6486.73,435000.0,67.06,1,77,4491,175,0.582,0.8573074482554756,0.5487811739538747,40.55928293645191
2015-01,jabal ali industrial third,Land,7061.13,17858080.0,2529.07,1,92,5241,84,0.605,0.9553873681096614,0.594203743082538,42.30546991252698
2015-01,jumeirah first,Building,12916.7,37195200.0,2879.62,1,55,2779,171,0.63,0.811678012975604,0.5825428592698522,35.625321408556
2015-01,jumeirah first,Land,4740.349999999999,6926913.333333333,1710.3933333333334,3,55,2779,171,0.63,0.811678012975604,0.5825428592698522,35.625321408556
2015-01,jumeirah first,Villa,10432.81,17300000.0,1658.23,1,55,2779,171,0.63,0.811678012975604,0.5825428592698522,35.625321408556
2015-01,jumeirah second,Villa,7500.665,18300000.0,1718.755,2,66,4319,148,0.712,0.8826829994989915,0.6785881182573127,53.61081193243017
2015-01,jumeirah third,Land,7654.33,4000000.0,522.58,1,100,5695,155,0.595,0.9032355454488308,0.5719700598168217,48.96003332338307
2015-01,madinat al mataar,Unit,15189.915454545457,1226609.0909090908,82.21545454545455,11,74,4321,167,0.622,0.8443584489763081,0.5832763821053054,44.69710249607005
2015-01,mankhool,Building,48477.70333333333,44583333.333333336,958.9733333333334,3,41,2932,60,0.68,0.7892190970636603,0.6226675944013157,27.891921692851536
2015-01,marsa dubai,Building,8751.72,25000000.0,2856.58,1,116,10155,96,0.583,0.8795616131048825,0.5549137681760585,51.413401778437375
2015-01,marsa dubai,Land,916936.2,75537204.0,82.38,1,116,10155,96,0.583,0.8795616131048825,0.5549137681760585,51.413401778437375
2015-01,marsa dubai,Unit,18534.93450666667,2376354.3466666667,133.19829333333334,375,116,10155,96,0.583,0.8795616131048825,0.5549137681760585,51.413401778437375
2015-01,marsa dubai,Villa,11630.96,4700000.0,466.4133333333334,3,116,10155,96,0.583,0.8795616131048825,0.5549137681760585,51.413401778437375
2015-01,me'aisem first,Land,5436.04,5501975.0,1012.13,1,56,2935,164,0.667,0.8141114026856342,0.6174049222365272,40.84688904039549
2015-01,me'aisem first,Unit,10427.465689655171,619355.2068965518,60.94068965517241,58,56,2935,164,0.667,0.8141114026856342,0.6174049222365272,40.84688904039549
2015-01,me'aisem first,Villa,10456.198181818185,7034199.636363637,685.319090909091,11,56,2935,164,0.667,0.8141114026856342,0.6174049222365272,40.84688904039549
2015-01,mirdif,Building,12711.945,19128100.0,1384.753333333333,6,85,4124,69,0.706,0.8357325518274791,0.6596108726360801,49.99325546364568
2015-01,mirdif,Land,11302.0,11361000.0,1005.22,1,85,4124,69,0.706,0.8357325518274791,0.6596108726360801,49.99325546364568
2015-01,mirdif,Unit,14073.616842105264,1073372.8684210526,80.97184210526315,38,85,4124,69,0.706,0.8357325518274791,0.6596108726360801,49.99325546364568
2015-01,mirdif,Villa,6106.504545454546,7272363.636363637,1220.2636363636364,11,85,4124,69,0.706,0.8357325518274791,0.6596108726360801,49.99325546364568
2015-01,muhaisanah first,Villa,774.425,863364.0,1114.84,2,132,6220,88,0.64,0.8967794011133041,0.6135755266850059,56.829110501054046
2015-01,muhaisanah fourth,Land,3667.19,8600000.0,1957.8,2,63,3495,61,0.634,0.930477940807195,0.6163692057887047,32.313520327947245
2015-01,muhaisanah third,Villa,1094.325,1525000.0,1393.55,2,59,3212,129,0.689,0.8350115521931829,0.6435291837844412,43.60735379110749
2015-01,nad al hamar,Land,3121.52,4350000.0,1393.55,1,68,3305,122,0.699,0.8040297086107102,0.6442067065275545,47.66668700739102
2015-01,nad al hamar,Villa,4470.3533333333335,6229666.666666667,1393.55,3,68,3305,122,0.699,0.8040297086107102,0.6442067065275545,47.66668700739102
2015-01,nad al shiba,Land,2916.65,8750000.0,3000.02,1,105,8887,161,0.629,0.914622691009504,0.6075190690579912,60.6774308087854
2015-01,nad al shiba first,Unit,12647.591875,1532098.0625,125.30875,16,96,4278,179,0.56,0.8498552524683586,0.5263675765529123,41.11862335721001
2015-01,nad al shiba first,Villa,12790.946,4663548.9,420.63,20,96,4278,179,0.56,0.8498552524683586,0.5263675765529123,41.11862335721001
2015-01,nad al shiba fourth,Building,956.0775,1474750.0,1633.2525,4,112,5923,154,0.661,0.8768409506270709,0.6284367473457976,62.05955828224875
2015-01,nad al shiba fourth,Villa,582.8566666666667,860000.0,1540.486666666667,3,112,5923,154,0.661,0.8768409506270709,0.6284367473457976,62.05955828224875
2015-01,nadd hessa,Building,9101.7,30746000.0,3378.05,1,45,3849,161,0.632,0.7727429540071428,0.5745494187730057,34.644653303362546
2015-01,nadd hessa,Unit,7460.794933333334,640988.96,91.20026666666668,150,45,3849,161,0.632,0.7727429540071428,0.5745494187730057,34.644653303362546
2015-01,nadd hessa,Villa,8672.507000000001,3517792.6,416.978,10,45,3849,161,0.632,0.7727429540071428,0.5745494187730057,34.644653303362546
2015-01,naif,Building,19358.22,15100000.0,641.12,2,44,2903,89,0.674,0.7861333052731713,0.616341539101647,31.78133764387313
2015-01,oud al muteena first,Building,434.06,500000.0,1151.92,1,44,3375,70,0.632,0.9241868670005516,0.6128344399777395,26.53492697709057
2015-01,oud al muteena second,Building,717.59,800000.0,1114.84,1,54,3370,105,0.67,0.8307985956913668,0.6246540236452863,38.15972943107808
2015-01,oud metha,Building,5770.92,15000000.0,2599.24,1,124,8252,178,0.586,0.9778172713823046,0.5808003684120122,57.15607755521972
2015-01,palm jumeirah,Building,12492.27,60393150.0,4834.44,1,103,9000,163,0.622,0.8714048503933979,0.5900055267778774,59.36944518825928
2015-01,palm jumeirah,Land,9845.642,20576540.0,1918.598,5,103,9000,163,0.622,0.8714048503933979,0.5900055267778774,59.36944518825928
2015-01,palm jumeirah,Unit,17476.574947368423,3043490.5789473685,194.5141052631579,95,103,9000,163,0.622,0.8714048503933979,0.5900055267778774,59.36944518825928
2015-01,palm jumeirah,Villa,15372.334545454543,10008680.272727272,729.055,22,103,9000,163,0.622,0.8714048503933979,0.5900055267778774,59.36944518825928
2015-01,port saeed,Building,28908.505,67825000.0,2655.585,2,74,4698,152,0.593,0.8637759392660673,0.5606876527939112,40.667511965716365
2015-01,port saeed,Unit,19827.66,1998781.5333333332,99.582,15,74,4698,152,0.593,0.8637759392660673,0.5606876527939112,40.667511965716365
2015-01,rega al buteen,Unit,14256.86,2400000.0,168.34,1,106,8113,127,0.688,0.911645825291194,0.6636849311201365,66.85928106491787
2015-01,saih shuaib 2,Building,1715.485,14174968.0,8691.2,2,66,3453,156,0.665,0.8240973473281428,0.6182098943892861,45.27610271887891
2015-01,saih shuaib 2,Land,1033.2,3093280.0,2993.89,1,66,3453,156,0.665,0.8240973473281428,0.6182098943892861,45.27610271887891
2015-01,saih shuaib 2,Villa,10980.175,1505382.0,137.1,2,66,3453,156,0.665,0.8240973473281428,0.6182098943892861,45.27610271887891
2015-01,saih shuaib 3,Building,1356.0733333333335,37786519.0,27688.6,3,134,7277,177,0.707,0.911931281951898,0.6820941665359967,77.99450822309792
2015-01,saih shuaib 3,Land,1549.97,58284720.0,37603.69,1,134,7277,177,0.707,0.911931281951898,0.6820941665359967,77.99450822309792
2015-01,saih shuaib 4,Land,1462.275,41213298.5,27744.47,2,114,9435,158,0.681,0.8937439467781332,0.6520558511023635,71.75453629554003
2015-01,trade center first,Unit,15449.501111111113,2964042.777777778,193.70777777777775,9,52,4124,106,0.587,0.833388752933875,0.5478796791888738,29.267219982724946
2015-01,trade center second,Unit,21118.61,3807450.0,183.505,4,89,6111,135,0.625,0.8480548742765551,0.5870137185691388,50.65288042026557
2015-01,um suqaim first,Villa,7423.35,15000000.0,2020.65,1,93,8213,72,0.701,0.9161875145918787,0.6774989790915628,59.47704159582673
2015-01,um suqaim second,Building,8085.161999999999,6343714.0,920.502,5,76,4009,176,0.618,0.8764629342383841,0.5874616373437286,44.32076031005116
2015-01,um suqaim second,Land,12152.78,7000000.0,576.0,1,76,4009,176,0.618,0.8764629342383841,0.5874616373437286,44.32076031005116
2015-01,wadi al safa 2,Unit,7353.227755102041,645188.8571428572,88.07619047619048,147,45,3444,168,0.691,0.8241436456697353,0.6423933036631148,41.10102859352407
